path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
tests/test_database_connector.py,test,91,91,28e2986b2eab03e90b2fd56ead49c805752c0113206438cf0aeeae1875c5a46b,28e2986b2eab03e90b2fd56ead49c805752c0113206438cf0aeeae1875c5a46b,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_database_connector_write.py,test,86,86,c1f6f62597ebe64b09860e526dff7e878ce2bf68b7eca157987bb4213d294ece,c1f6f62597ebe64b09860e526dff7e878ce2bf68b7eca157987bb4213d294ece,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_decision_stage_separation.py,test,111,111,9196efe5683af0c872a82470b742ed8e64184e50b98fdf31b56052820269c1b0,9196efe5683af0c872a82470b742ed8e64184e50b98fdf31b56052820269c1b0,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_deep_os_data.py,test,72,72,2e2bafaae0d1321324939b042faa1b7ed6213a5aceea7a040d312480612af91b,2e2bafaae0d1321324939b042faa1b7ed6213a5aceea7a040d312480612af91b,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_design_tokens.py,test,690,690,490deb5699ded95bed126c279b8bf7dd0f18ff4c9fea401e6d63eb9f79468209,490deb5699ded95bed126c279b8bf7dd0f18ff4c9fea401e6d63eb9f79468209,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_api_key.py,test,29,29,70416130aa37296f78304c144d4846176cc241b38117263281dec1849af3435a,70416130aa37296f78304c144d4846176cc241b38117263281dec1849af3435a,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_autonomy_client.py,test,26,26,3300b22894878b1fde08f91ff35057575dee0250b4aee827c40689e7b794f62e,3300b22894878b1fde08f91ff35057575dee0250b4aee827c40689e7b794f62e,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_backend_client.py,test,282,282,9d539aa561428993744624b88f0ca7f4c736ac3f183c90f003c19b62515dfdec,9d539aa561428993744624b88f0ca7f4c736ac3f183c90f003c19b62515dfdec,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_chat_client.py,test,56,56,c8aa6bc948aa0219d424bc4c4290dcbcf6253e936afaedf2ac4e8146e9c6bf13,c8aa6bc948aa0219d424bc4c4290dcbcf6253e936afaedf2ac4e8146e9c6bf13,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_owner_autonomy_ui.py,test,350,350,8eab61e05aeb4479981ec2ef0ecbd370efbbc6351237962092b81004f79cbb1c,8eab61e05aeb4479981ec2ef0ecbd370efbbc6351237962092b81004f79cbb1c,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_owner_control_client.py,test,56,56,5d2a962f6c8e1ab28e495586e27b69fd4849623f0fc524c07593fdf3407fbc9a,5d2a962f6c8e1ab28e495586e27b69fd4849623f0fc524c07593fdf3407fbc9a,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_pagination_client.py,test,27,27,691ac31848a204b0102ec44b363cb3137b0586181939087431ef4e6908805fcf,691ac31848a204b0102ec44b363cb3137b0586181939087431ef4e6908805fcf,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_ui_polish.py,test,302,302,e51370f5c25305cabb0a89c724e548e6c40dc66edbbaa8a27ec26dbb27713824,e51370f5c25305cabb0a89c724e548e6c40dc66edbbaa8a27ec26dbb27713824,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_desktop_voice_settings.py,test,116,116,c62152b202ec8b207d201f0f2eb25e2366d0c58623c8e7d6e1726e37022ffe01,c62152b202ec8b207d201f0f2eb25e2366d0c58623c8e7d6e1726e37022ffe01,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_deterministic_calculator.py,test,199,199,0afbe01e3d9d9931dbcecf998b999cc2ff1631a0f371200ec81574b9f15038d6,0afbe01e3d9d9931dbcecf998b999cc2ff1631a0f371200ec81574b9f15038d6,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_deterministic_tools.py,test,106,106,39a299a8e9bc9d58c020704dc9ab11238713b2cf5dcb3882e6d131f38145d4e7,39a299a8e9bc9d58c020704dc9ab11238713b2cf5dcb3882e6d131f38145d4e7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_diagnostic_ranking.py,test,150,150,78fff64329daf18ab614d24ce5d84d9c08af8af0a61a89f06b927b5716a69664,78fff64329daf18ab614d24ce5d84d9c08af8af0a61a89f06b927b5716a69664,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_display_topology.py,test,53,53,302864c498ea2f30da9cdbf83e324709fa70e34a2a64cdea46ced00ce3936b1e,302864c498ea2f30da9cdbf83e324709fa70e34a2a64cdea46ced00ce3936b1e,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_editable_plan_approval.py,test,143,143,2cbb68fb23f396f6a6a14950e41fd93a2d4745da606db09696174f4c4755742b,2cbb68fb23f396f6a6a14950e41fd93a2d4745da606db09696174f4c4755742b,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_elevation_banner.py,test,40,40,8a09398ad1bc99a4e7b705066dfcd915512ecf114a2796fc50a34a3696c97138,8a09398ad1bc99a4e7b705066dfcd915512ecf114a2796fc50a34a3696c97138,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_embodied_boundary.py,test,30,30,7983a4dd09d0baec4949f81d392e6cea620fcbf42d98351e915872cfaf38f8b4,7983a4dd09d0baec4949f81d392e6cea620fcbf42d98351e915872cfaf38f8b4,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_embodied_cognition.py,test,571,571,1400b9d2fb9d9f2893be9669617dbf822e7be22088e8da14c3c3090449977dbe,1400b9d2fb9d9f2893be9669617dbf822e7be22088e8da14c3c3090449977dbe,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_entity_attribute_fallback_no_leak.py,test,147,147,544ca394e765271086e2fc4130aba58b8c310294f04a16d31c51699bba51c851,544ca394e765271086e2fc4130aba58b8c310294f04a16d31c51699bba51c851,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_entity_attribute_provenance.py,test,140,140,5b0ccc0d5f62ffaf7cdafbebab577af351546508ba875d8441b542d171a144a7,5b0ccc0d5f62ffaf7cdafbebab577af351546508ba875d8441b542d171a144a7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_environment_grounding.py,test,33,33,30f45c3a5621d76f66859db3e5d900ef84e98913b580503117dceedb9262aa46,30f45c3a5621d76f66859db3e5d900ef84e98913b580503117dceedb9262aa46,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_environment_reconciliation.py,test,263,263,93a549ee0b4c1b4be262b28ec31ccd7a8ae2dde1aa7958446721b8a3eb09a620,93a549ee0b4c1b4be262b28ec31ccd7a8ae2dde1aa7958446721b8a3eb09a620,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_environmental_verification_strict.py,test,51,51,ba0ea31c08b21fdbc9ef28fba041186934d346c43e5dd1a94bf8755071865c8a,ba0ea31c08b21fdbc9ef28fba041186934d346c43e5dd1a94bf8755071865c8a,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_epistemic_confidence.py,test,92,92,0fc70737bd5d549d1d30e979528c987adebc5806b8171bbd0ec079aa40b8cc9a,0fc70737bd5d549d1d30e979528c987adebc5806b8171bbd0ec079aa40b8cc9a,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_epistemic_foundation_pipeline.py,test,131,131,b002ae49fd5f82bf917b6b7698d9d165c8b7efb1de5d4585fbef318cff793717,b002ae49fd5f82bf917b6b7698d9d165c8b7efb1de5d4585fbef318cff793717,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_epistemic_presentation.py,test,74,74,68cea27fd6ebb439f8da8b17101e1df9fd0279ac2de305d03fbb5a0cf256d270,68cea27fd6ebb439f8da8b17101e1df9fd0279ac2de305d03fbb5a0cf256d270,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_epistemic_trace_persistence.py,test,110,110,191e139d33bfa155f326816dcfbb7b75d01bf602867ab1cb92bf9a413da34b96,191e139d33bfa155f326816dcfbb7b75d01bf602867ab1cb92bf9a413da34b96,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_ethical_reasoning.py,test,348,348,94fcc1feb54c74064452affca2200bf85f26e19d2f55a5aeb07f1e9250d7038f,94fcc1feb54c74064452affca2200bf85f26e19d2f55a5aeb07f1e9250d7038f,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_event_sync.py,test,20,20,73be5c4cc093d0bc8a857190a41330766335a815d21e6b6ba95a1ba7ac08f4e2,73be5c4cc093d0bc8a857190a41330766335a815d21e6b6ba95a1ba7ac08f4e2,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_evidence_driven_goals.py,test,129,129,e9483ff371369405af2572c2632c7670a1c5fb14e8dd35466824e3b9f8f80322,e9483ff371369405af2572c2632c7670a1c5fb14e8dd35466824e3b9f8f80322,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_executable_capability_synthesis.py,test,33,33,15d1ca22e53178455f331ec93b7164d27c3f7a685a40ee67d929ed228119953a,15d1ca22e53178455f331ec93b7164d27c3f7a685a40ee67d929ed228119953a,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_execution_control.py,test,305,305,fb207b954688f9dfba6e53074ce6f4d5a468b4d9b680e198d4b1bea014136cba,fb207b954688f9dfba6e53074ce6f4d5a468b4d9b680e198d4b1bea014136cba,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_execution_facts_cannot_create_entities.py,test,86,86,8ee2f66bba9a3f8de639d58df3eca83a7d541fadd7d1ab57a8bf362e4b8707f5,8ee2f66bba9a3f8de639d58df3eca83a7d541fadd7d1ab57a8bf362e4b8707f5,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_execution_facts_no_entity_leak.py,test,225,225,177d55adaed771e8c3222f59ce3549b74bcd43822e501459adb045a9c9f1c204,177d55adaed771e8c3222f59ce3549b74bcd43822e501459adb045a9c9f1c204,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_execution_observation_separation.py,test,78,78,84f69f39d42d32688c5f6bc755b2ab765eefa6d3be8894506ffc2b3d0d736a46,84f69f39d42d32688c5f6bc755b2ab765eefa6d3be8894506ffc2b3d0d736a46,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_execution_truth.py,test,274,274,8bb33d0490a9a3d2e04548c765c0333fd1e16ac48dd393aa7f189e7862b78b7f,8bb33d0490a9a3d2e04548c765c0333fd1e16ac48dd393aa7f189e7862b78b7f,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_expansion_levers.py,test,88,88,a38e3daaa21476c98b78e4ec535a2ca90e7b48d7799998e2ed1dc3bf118f4e0d,a38e3daaa21476c98b78e4ec535a2ca90e7b48d7799998e2ed1dc3bf118f4e0d,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_experiment_engine.py,test,15,15,78bb7b610a1818a5b3d356e853c7d54fede1d0fe2056917678ce24c372d13498,78bb7b610a1818a5b3d356e853c7d54fede1d0fe2056917678ce24c372d13498,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_explicit_success_metrics.py,test,33,33,c2012a6ea47e38e0b005429b192e96f2bad06e97a0da178592e672d367cb0596,c2012a6ea47e38e0b005429b192e96f2bad06e97a0da178592e672d367cb0596,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_face_cascade_vendored.py,test,39,39,d034713d80c06c3c591d17d4a3c97987b88e72f078b0295168ba76ce56b825ff,d034713d80c06c3c591d17d4a3c97987b88e72f078b0295168ba76ce56b825ff,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_fact_checker.py,test,75,75,aa098c7f06768465347109dbfeaa7bbdd84d8dd4beee605888a6bfddbf959112,aa098c7f06768465347109dbfeaa7bbdd84d8dd4beee605888a6bfddbf959112,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_file_management_actions.py,test,178,178,d1ab9569abfda2ac938ed19e042abd5a0aaf455c02871314c382de4e5bc20953,d1ab9569abfda2ac938ed19e042abd5a0aaf455c02871314c382de4e5bc20953,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_file_organization_capabilities.py,test,165,165,f3fb78de475bc665bb19ab9403e301c8cd76d1f512406e212b62ba01507d74f6,f3fb78de475bc665bb19ab9403e301c8cd76d1f512406e212b62ba01507d74f6,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_file_question_query_extraction.py,test,49,49,c9153d2057a83aa6dcdd31b5c315a81ff50fc50df45cfc89b74dc6103dc8c8d7,c9153d2057a83aa6dcdd31b5c315a81ff50fc50df45cfc89b74dc6103dc8c8d7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_filesystem_scopes.py,test,116,116,96ceac022c6cb98a15681a5a913734d779d0982fb7a9c1b92ba08d8c81e6b4fa,96ceac022c6cb98a15681a5a913734d779d0982fb7a9c1b92ba08d8c81e6b4fa,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_filesystem_search_evidence.py,test,259,259,68decc85c4bb7679c3bdefd1b502c20d059dde70b880abfdfd7b8021a33448b2,68decc85c4bb7679c3bdefd1b502c20d059dde70b880abfdfd7b8021a33448b2,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_fin_legal_wellness.py,test,26,26,e90f20f2ff460e4a8496f71bb0ad5aae57f3c1d6b27d13bf5eef2c1cf6b86cd3,e90f20f2ff460e4a8496f71bb0ad5aae57f3c1d6b27d13bf5eef2c1cf6b86cd3,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_first_class_execution_result.py,test,99,99,95baa8207494b0285cf6fc84a9f812b781c44a471a10ec2ee3c242f6e6b3a6d7,95baa8207494b0285cf6fc84a9f812b781c44a471a10ec2ee3c242f6e6b3a6d7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_four_way_cognitive_distinction.py,test,98,98,ec640998acd029341e8f7b6ba3f6a39bbc9c35f8fec5f3b3dfff014b84b062f1,ec640998acd029341e8f7b6ba3f6a39bbc9c35f8fec5f3b3dfff014b84b062f1,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_function_symbol_proxy_availability.py,test,68,68,05f992dda866e57ada45741d3c8f7fce1125958f148ddf0683722f92dc0151e4,05f992dda866e57ada45741d3c8f7fce1125958f148ddf0683722f92dc0151e4,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_functional_affect.py,test,64,64,369138f09e183854cf69729f855b23aba015df5fa41ab3d8bd3e67541c48d20e,fb4ed511077e6b19176196646b934e72dc3fe0cbb796a69b04fef22afa322498,passed,"pytest-collected test/fixture module, not an application entry point",targeted finding/import review + regression checks,
tests/test_general_os_control.py,test,98,98,cc089b60eb6fc9f7ac98c6fb5d17db92e76a4a92c6c583a01a1e441eb76eec36,cc089b60eb6fc9f7ac98c6fb5d17db92e76a4a92c6c583a01a1e441eb76eec36,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_ghost_window_binding.py,test,43,43,0470bdfcee8b6a5b5dd85311e0e9e10070f6e5b2b693b18a13f3a385c7aa13dd,0470bdfcee8b6a5b5dd85311e0e9e10070f6e5b2b693b18a13f3a385c7aa13dd,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_approval_boundary.py,test,70,70,ec6475000ad430678fa1f4b318f853d0961fe5a82888cc2598dbd16ec03e2927,ec6475000ad430678fa1f4b318f853d0961fe5a82888cc2598dbd16ec03e2927,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_interpreter_domain.py,test,48,48,46b2b5359dd0dba3eaf8160230360d4d98a801885564eb8a0e2da0122051c7ec,46b2b5359dd0dba3eaf8160230360d4d98a801885564eb8a0e2da0122051c7ec,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_lifecycle_states.py,test,67,67,4efe00fc4c64b5dc0153ccd3ea513f65b5802506c5f21511c9c2ed022ffd33c5,4efe00fc4c64b5dc0153ccd3ea513f65b5802506c5f21511c9c2ed022ffd33c5,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_lifecycle_transitions.py,test,37,37,65431e334aed96df57ad1f307ad7d936416cbdac90a6e97ac2d4d8da70f3f25b,65431e334aed96df57ad1f307ad7d936416cbdac90a6e97ac2d4d8da70f3f25b,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_replanner_structured.py,test,35,35,266f8e6f41f7d543ce8051047c6e5e3c18d4443ebbe096594926a89332dacbb8,266f8e6f41f7d543ce8051047c6e5e3c18d4443ebbe096594926a89332dacbb8,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_schema_salvage.py,test,144,144,c120e4fd8a2304f951c2319b8f40b83a0c99dd49cfb071b26b98582104be1bf7,c120e4fd8a2304f951c2319b8f40b83a0c99dd49cfb071b26b98582104be1bf7,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_goal_verifier_strict.py,test,121,121,8dff40deceb540b30acb83a460d240f80ab00ceb35fbc2c77375b3c8846d09db,8dff40deceb540b30acb83a460d240f80ab00ceb35fbc2c77375b3c8846d09db,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_governor_canary.py,test,22,22,77f539b50d1a29626378c7bc463b9b9727446693d62d1881a3116de346e14381,77f539b50d1a29626378c7bc463b9b9727446693d62d1881a3116de346e14381,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_hardware_self_awareness.py,test,76,76,9c69d4ee2e6a29856aab71bb0df3ba641d190f45299fd5e9c1bce4a5feadd642,9c69d4ee2e6a29856aab71bb0df3ba641d190f45299fd5e9c1bce4a5feadd642,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_high_memory_profile.py,test,26,26,5017d82ac10a30b71242938435aab7e4e8ea372efd00f5d1f2afbacb66c75f80,5017d82ac10a30b71242938435aab7e4e8ea372efd00f5d1f2afbacb66c75f80,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_honest_surprisal.py,test,107,107,88975131d633b863e174218afc8e20848fadbc5945ca36071cb3782ab23bc294,88975131d633b863e174218afc8e20848fadbc5945ca36071cb3782ab23bc294,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_identity_adaptation.py,test,334,334,b48983ccf0f200c8f8eb76784dee7b5d08e45f78d64e4902fda5d2e69d660682,b48983ccf0f200c8f8eb76784dee7b5d08e45f78d64e4902fda5d2e69d660682,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_identity_adaptation_api.py,test,112,112,42422daf5f02c625db5815dfbf2851761e49df77e5dbe26c8a88c1308ef8342c,42422daf5f02c625db5815dfbf2851761e49df77e5dbe26c8a88c1308ef8342c,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_identity_continuity.py,test,37,37,d2da9e8f6268bf777457fb143362694bd8d2b78d748f786ff55a7d6a48013908,d2da9e8f6268bf777457fb143362694bd8d2b78d748f786ff55a7d6a48013908,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_incubation_queue.py,test,153,153,e8bbf2f82767fda8f881a7b69fd8c7dae1eca34d335e9851d0d5053ad979d761,e8bbf2f82767fda8f881a7b69fd8c7dae1eca34d335e9851d0d5053ad979d761,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_indexed_search_provider.py,test,136,136,8dd524ef93fd58ec7aa1b333a4b19b66f65fcaa372eface5bc619d2ad36b7e76,8dd524ef93fd58ec7aa1b333a4b19b66f65fcaa372eface5bc619d2ad36b7e76,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_inference_profile.py,test,495,495,425b53c7aa1610a94bd9e96b93ec267914470a479730b95a0d15dd3f834412d3,425b53c7aa1610a94bd9e96b93ec267914470a479730b95a0d15dd3f834412d3,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_integration_autonomous.py,test,595,595,3f6f929830915402ab5126bea75b01eb133d2f3a460c0186800fca2140fe0fd8,3f6f929830915402ab5126bea75b01eb133d2f3a460c0186800fca2140fe0fd8,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_integration_full_pipeline.py,test,295,295,437d8221d869acb3af821c3786c6362f0f91f0681fb7f526735f64839b20d952,437d8221d869acb3af821c3786c6362f0f91f0681fb7f526735f64839b20d952,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_intelligence_benchmarks.py,test,92,92,9181169eb89e30005a1ec26150cf11dc59240f382c4323f23205adf06f6d73c9,9181169eb89e30005a1ec26150cf11dc59240f382c4323f23205adf06f6d73c9,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_intent_coverage.py,test,175,175,30bbfd9ae72ab11fa8659c24068eba2bfc137d5503b67f3e1279764ed8327b05,30bbfd9ae72ab11fa8659c24068eba2bfc137d5503b67f3e1279764ed8327b05,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_investigate_proposal_execution.py,test,33,33,8a942376807a0edc2fc76dcd2eef32e310ada0511b78b8d7b769d9fc2d07cfee,8a942376807a0edc2fc76dcd2eef32e310ada0511b78b8d7b769d9fc2d07cfee,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_investigation_availability.py,test,125,125,757d7f0ef82e0d75ffd91e7c7f8351c837fec8c41fdb598a36cca8d35941de76,757d7f0ef82e0d75ffd91e7c7f8351c837fec8c41fdb598a36cca8d35941de76,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_investigation_breadth.py,test,252,252,1a80c02223d2394addab3aa32b73efbb80707ca87e24b8b9088a4c8c11e8bc06,1a80c02223d2394addab3aa32b73efbb80707ca87e24b8b9088a4c8c11e8bc06,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_investigation_manifest_bridge.py,test,115,115,da5c873d52c11981e80884b44275f39c5c1f8b6b1f4cff520af07c60c5ad6a18,da5c873d52c11981e80884b44275f39c5c1f8b6b1f4cff520af07c60c5ad6a18,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_invoice_generator.py,test,102,102,de3fdb864016c5a944cff55eeb10f4585cbffea4c50baf4d06c34de2118d6ce1,de3fdb864016c5a944cff55eeb10f4585cbffea4c50baf4d06c34de2118d6ce1,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_knowledge_domains.py,test,57,57,f3b50c689bfed91285e94bc8047165d6f6854a2110e6e0014dfe4ca552c3a039,f3b50c689bfed91285e94bc8047165d6f6854a2110e6e0014dfe4ca552c3a039,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_language_grounding.py,test,519,519,063a7f549da038cf182793b89fdd309f9822c34936d4984c1d4acf859a1326dc,063a7f549da038cf182793b89fdd309f9822c34936d4984c1d4acf859a1326dc,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_launch_validation.py,test,91,91,d2a57680903758da5215e9843407355d5851704a34c98a2c74eb8d83e11106cd,d2a57680903758da5215e9843407355d5851704a34c98a2c74eb8d83e11106cd,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_lazy_optional_tools.py,test,152,152,c650907e3f79ce42959ce164e5f5cd0894a8a84f427ad8a5b59f7c4140231aaa,c650907e3f79ce42959ce164e5f5cd0894a8a84f427ad8a5b59f7c4140231aaa,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_learning_progress.py,test,99,99,f361a35acc2a254b1de7d827a924e92f6bd61ffa36b2144b17e79a14aaa6c1ba,f361a35acc2a254b1de7d827a924e92f6bd61ffa36b2144b17e79a14aaa6c1ba,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
tests/test_legacy_main_auth.py,test,13,13,5d7a7dea40102d0989332b6089444faca4a905b3d2040e525e14696cf1ac32a4,5d7a7dea40102d0989332b6089444faca4a905b3d2040e525e14696cf1ac32a4,passed,"pytest-collected test/fixture module, not an application entry point",static scan; no exhaustive per-line manual semantic review claimed,
